default,housing,loan,deposit,customerID,job_admin,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,contact_cellular,contact_telephone,contact_unknown,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,age,balance,day,duration,campaign,pdays,previous
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.49550243220936,0.25341386093328744,-1.2667138320258027,1.9275199876040967,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.2435017489186544,-0.4592900114108695,-1.2667138320258027,3.1506688258160103,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016501667534873327,-0.07936736405595554,-1.2667138320258027,2.9261850390382946,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1595015211550859,0.2946626055032495,-1.2667138320258027,0.5950072532697063,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0755012933915173,-0.41618042122120985,-1.2667138320258027,0.8655389963095178,-0.186285978216406,-0.4814368433202895,-0.362947229569182
0,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0674985602286952,-0.473246353558601,-1.2667138320258027,0.5460812997412298,-0.186285978216406,-0.4814368433202895,-0.362947229569182
0,1,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.2435017489186544,-0.21582937616710832,-1.1478773834468932,2.3851215529586716,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,1,0,1,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.5795026599729285,-0.30421954310274135,-1.1478773834468932,1.8929840204075252,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,1,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.3525025785891474,-0.47293621262198476,-1.1478773834468932,0.6784691739947546,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,1,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.108504628461264,1.1053710138181434,-1.1478773834468932,2.661409290531245,0.18138022647689922,-0.4814368433202895,-0.362947229569182
0,1,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.2685023508255789,-0.4422322598969754,-1.0290409348679836,1.1907526874105678,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.940504172934127,-0.3774128041441778,-1.0290409348679836,3.4586145333187748,-0.186285978216406,-0.4814368433202895,-0.362947229569182
0,1,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.0245044006976955,-0.41152830717196603,-1.0290409348679836,3.7895842189525863,0.5490464311702045,-0.4814368433202895,-0.362947229569182
0,1,0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.40349947128296926,-0.33058152271512314,-1.0290409348679836,2.100199823586955,-0.186285978216406,-0.4814368433202895,-0.362947229569182
0,1,0,1,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.8565039451705585,-0.25521727511737285,-0.9102044862890742,1.6425982582323804,-0.186285978216406,-0.4814368433202895,-0.362947229569182
0,1,0,1,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.5205030341162844,0.7167644202379744,-0.9102044862890742,2.048395872792098,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,1,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.77250371740699,-0.28375024128606846,-0.9102044862890742,0.48564335714722934,0.18138022647689922,-0.4814368433202895,-0.362947229569182
0,1,0,1,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6555001545736748,-0.47572748105153106,-0.9102044862890742,2.1491257771154317,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,1,0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016501667534873327,-0.4561886020447069,-0.9102044862890742,2.1520037743818126,-0.186285978216406,-0.4814368433202895,-0.362947229569182
0,1,1,1,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6555001545736748,-0.42114267620706997,-0.9102044862890742,0.40505943368856206,-0.5539521829097113,-0.4814368433202895,-0.362947229569182
0,1,0,1,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.108504628461264,-0.22978571831483985,-0.9102044862890742,0.20072162777551297,-0.186285978216406,-0.4814368433202895,-0.362947229569182
